id,document,label
5198,2021년 온라인(재택형) 제4기 국가계약관계 법령의 이해과정(핵심) 교육 신청 안내,4
5199,2021년 11월 조달교육원 온라인 실시간 원격교육(재택수업) 신청 안내,4
5200,포천도시공사‘2021년 국민제안사업 아이디어 공모전’홍보 요청,4
5201,건설폐기물 처리 변경계획 신고수리 알림 [ 삼호**(주) 외 2건 ],7
5202,국민과 함께하는 「2021 POSA 갑질예방ㆍ근절 퀴즈 및 아이디어 공모전」안내,4
5203,국민과 함께하는 「2021 POSA 갑질예방ㆍ근절 퀴즈 및 아이디어 공모전」안내,4
5204,국민과 함께하는 「2021 POSA 갑질예방ㆍ근절 퀴즈 및 아이디어 공모전」안내,4
5205,민원 빅데이터 동향「국민의 소리」제638호 알림,4
5206,2021년 사업5주체 합동교육 운영계획 알림,7
5207,데이터 인증제도 안내,3
5208,데이터 인증제도 안내,3
5209,2021 지방공기업 임금피크제 별도정원 조정결과 통보,4
5210,2021년 11월 재택교육과정 운영 및 교육대상자 접수 안내,4
5211,창업기업제품 공공기관 우선구매제도 실적 입력요청(~10.18),5
5212,국가기록원 「'22~'23년 맞춤형 복원·복제 지원 서비스」 안내,4
5213,2021년 구리농수산물공사 혁신 및 적극행정 우수사례 공유 전파,1
5214,공공임대주택 관련 금융거래정보 제공사실('21.5~7) 통보비용 관련 협조요청,11
5215,2021년도 제3차 혁신제품 시범구매를 위한 시범사용 수요조사 재안내,5
5216,2021년 11월 중 국가민방위재난안전교육원 사이버교육과정 안내,4
5217,‘21년도 직장 내 장애인 인식개선 교육 무료 강사지원 사업 안내,4
5218,1차 클라우드 네이티브 정보화사업담당자 실시간 온라인 교육 참석 협조요청,3
5219,2021년 대학(원)생 대상 학자금 지원(예정) 현황 조사 협조 요청,4
5220,2021년 장애인식개선교육 실시 및 실적보고 안내(지방공사 및 공단),4
5221,2021년 중소기업제품 구매실적 집계용 기업 DB(3차) 송부 및 협조요청,5
5222,"2021년 온라인(재택형) 제4기 공무원이 알아야 할 민법과정-기초(중앙, 지방, 공공) 대상자 안내",4
5223,"2021년 온라인(재택형) 제9기 입법역량 종합과정(중앙, 공공) 교육 신청 안내",4
5224,정보공개심의위원회 관련 협조 요청,4
5225,도시재생 뉴딜사업 실집행 실적 자료(10월 15일기준) 제출 요청,13
5226,소규모재생사업(예비사업 포함) 실집행 실적 자료(10.15.기준) 제출 요청,13
5227,「2022년 지방공기업 예산편성기준」보완 개선의견 제출 요청,1
5228,재택교육「지방공기업 실무자과정(5기)」교육대상자 알림,4
5229,주식백지신탁제도 의무이행 안내 요청,12
5230,2021년 전라북도 출연기관 등 직무역량강화 경영혁신 교육 알림,1
5231,지적공부정리(지목변경 회복) 결과통보,7
5232,2021년 실시간 화상교육 제2기 통계기초 및 활용 과정 교육생 확정 알림,4
5233,범정부 공공데이터 중장기 개방 이행관련 협조 요청,3
5234,업무중첩도 평가를 위한 건설사업관리용역 참여현황 자료 요청,7
5235,"2021년 온라인(재택형) 제3기 모의해석실습과정(중앙, 지방, 공공) 교육 신청 안내",4
5236,지방공기업평가원 일자리 정책포럼 개최 안내 및 홍보 협조 요청,4
5237,우수 장애인기업제품 비대면 공공구매 상담회 참여 기관 모집 안내,5
5238,전라북도인재개발원 사이버교육 9월중 수료자 명단 송부(공기업·출연기관),4
5239,기술성 평가위원회 참석요청,1
5240,제안서 평가위원(후보자) 공개모집 및 추천 의뢰 (구 호남은행 목포지점 활용 관련 용역),10
5241,건축설계공모 분야 평가위원 추천요청(수정),10
5242,건축설계공모 분야 평가위원 추천요청,10
5243,공공데이터 공통표준용어 3차 제정 알림,3
5244,"2022년 공공부문 SW?ICT장비?정보보호 수요예보(예정), 공공SW 개발사업 발주계획(최초) 및 중기수요예보제 시범조사 협조 요청",3
5245,행정·공공기관 정보시스템 클라우드 전환 수요('22~'25) 제출 요청,3
5246,장애인 표준사업장 생산품 우선구매 의무비율 이행 요청,5
5247,「제7기 청렴 엑스퍼트 플러스 과정 」교육 신청 안내,4
5248,2021년 온라인(재택형) 제7기 공무원이 알아야 할 민법과정(핵심-공통) 교육 신청 안내,4
5249,2021년 11월 재난안전 교육과정 안내 및 교육생 추천 협조 요청,4
5250,감사교육원 11월 교육과정(비대면 집합교육과정) 신청 안내,4
5251,2021년 혁신구매 실적 등록 요청,5
5252,2021년 혁신구매 실적 등록 요청,5
5253,광주광역시도시공사 제11대 사장 취임 알림,1
5254,2022년 적용 전라북도 생활임금 결정사항 알림(출자·출연기관),4
5255,공익사업 시행자의 공탁된 보상금자료 요청,9
5256,공공기관 녹색제품 의무구매제도 온라인 교육(2021-8기) 신청 안내,4
5257,소병훈 국회의원 요구자료 제출 요청,1
5258,전라북도 산하 공공기관 징계규정 현황 파악 협조,4
5259,「시설물(시특법) 안전 실태」감찰 결과에 따른 처분 요구사항 알림,12
5260,장군목 생태관광지 진입도로 관련 노선 변경 관련 의견회신,7
5261,2021년도 공공구매실태조사 현장방문(비대면) 조사 추진 안내 및 협조요청,5
5262,"2021년 온라인(재택형) 제3기 법령해석과정(중앙, 공공) 수료자 명단 안내",4
5263,"민원 빅데이터 동향 「국민의 소리」(제637호, 9월동향) 알림",4
5264,지방공기업 예산회계시스템(LOBAS) 주요 기능(사업별 예산기능 등) 안내,3
5265,2021년도 공공기관 청렴도 측정 관련 자료 확인 요청,12
5266,국민연금공단 정보화사업 적합성 평가 참석 요청,3
5267,2021년 '지방공기업 여성리더스 포럼' 개최 안내,4
5268,수소유통 정보시스템 활용을 위한 정보수집 협조 요청,8
5269,재산세 물납부동산 소유권이전 등기완료 통보,9
5270,'2021. 도 출자·출연 기관 인권침해·차별행위 예방조사' 중 설문조사(기간 연장) 협조 요청,12
5271,제안서 평가위원 후보자 추천 협조(공공기관 경영효율화 방안 연구용역),1
5272,2021년 11월 재난안전 교육과정 안내 및 교육생 추천 협조 요청,4
5273,2022년 전반기 전문경력인사 초빙활용 지원사업 공고 알림 및 수요조사,2
5274,지방공기업평가원 유튜브 영상 게재 참여 협조 요청,12
5275,한국출판문화산업진흥원 직원 채용 심사 협조 요청,3
5276,「시설물(시특법) 안전관리 실태」감찰 결과 알림,4
5277,2021년 10월 전북 빅데이터 기술교류 공동연구회 개최 안내,3
5278,「정보자원 클라우드 전환·통합」관련 시군 추진방향 의견제출 협조,3
5279,헌법재판소 위헌 결정에 따른 「시(조)부모 재산등록자」 관련 조치사항 안내,12
5280,2021년 9월 유형별 민원분류기준표 정비결과 알림,4
5281,2021년 제4차 '다수기관 협의가 필요한 민원' 제출 협조 요청,4
5282,한국출판문화산업진흥원 직원 채용 심사 협조 요청,4
5283,2021년도 STEP 학습관리시스템(LMS) 지원 사업 신규기관 2차 모집 안내,4
5284,지방공기업평가원 2021년 9월 이러닝 수료자 명단 알림,4
5285,2021년도 제3차 혁신제품 시범구매를 위한 시범사용 수요조사 안내,5
5286,공공조달 통계자료('21년 9월) 제출 요청,5
5287,2021년(1~9월) 중증장애인생산품 구매실적 등 현황 송부 및 협조요청(지방공기업),5
5288,"2021년 온라인(재택형) 제8기 알기 쉬운 법령 만들기 과정(중앙, 공공) 교육 신청 안내",4
5289,'22년 도시재생예비사업 신청 가이드라인 설명 및 증빙자료 등 제출 요청,13
5290,2021년 3분기 지방공기업 청년 체험형인턴 채용실적 조사,4
5291,지방공기업 사업별 예산편성 및 예산회계시스템 사용 현황조사 협조 요청,3
5292,2021년 경영평가 후속조치 추진 계획 알림,1
5293,백혜련 국회의원 요구자료 제출 요청,1
5294,복지사각지대 발굴을 위한 공공임대주택 임차료 체납 자료('21.9월말 기준) 제공 요청,11
5295,제26대 전북 지방건설기술심의위원회 인력풀 구성을 위한 전문가 추천,10
5296,물품정보 변경에 따른 중소기업자간 경쟁제품 물품정보 변경 안내,5
5297,2021년 하반기 전라북도 유관기관 정보보안 협의회 개최 안내,3
5298,아주대학교 과학기술정책대학원 석·박사 양성과정 참여 협조 요청,4
5299,&#65378;전북형 도시재생 뉴딜사업&#65379; 9월말 기준 관리카드 작성 제출 요청,13
5300,2021년 주택공급통계정보시스템(HIS) 비대면 사용자교육 및 만족도조사 협조 요청,10
5301,2021년도 제3차 혁신제품 시범구매를 위한 시범사용 수요조사 안내,5
5302,ICT 역량강화 집합교육 이수자 안내('21년 9월 5주),4
5303,2021년 행정사무감사 요구자료(공동주택 하도급 분야)제출 협조 요청,10
5304,지방자치단체 발주공사 관련 발주자의 의무사항 준수 철저 안내,4
5305,국민권익위원회 청렴연수원 2021년 한국형 온라인 공개강좌(K-MOOC) 3차 개강 안내,4
5306,지방자치단체 발주공사 관련 발주자의 의무사항 준수 철저 안내,7
5307,「민간위탁 노동자 근로조건 보호 가이드라인」 준수 안내,4
5308,2021년 지방개발공사협의회 실무자회의 개최 알림,1
5309,"전주시 통계간행물(사업체조사, 사회조사, 청년통계) 배부",2
5310,한국교육개발원 학과(전공)분류 검토위원 모집 안내,4
5311,2021년 10월 공공기관 소프트웨어관리 온라인 교육 안내,3
5312,"전문분야별 취업 등 추천을 위한 전문탐정사(법무전문탐정, 사이버보안탐정) 강좌 개설 및 수강신청 안내",4
5313,'22년 행정·공공기관 클라우드컴퓨팅 사업 수요예보 조사 협조요청,3
5314,2021년 11월 농식품공무원교육원 이러닝과정 신청안내,4
5315,공공부문 온실가스·에너지 목표관리제 기초자료 전수조사 협조 요청,6
5316,2021년 「ERC 언택트 Live 특강(4차)」 모집 안내,4
5317,전남개발공사 임직원의 외부강의등 신고 이행현황 점검을 위한 협조 요청,12
5318,「지방공기업 경영자과정」실시간 화상교육 안내 및 교육대상자 추천 요청,4
5319,2021년 11월 농식품공무원교육원 집합교육과정 신청안내,4
5320,2021년 10월 노사발전재단 생애경력설계서비스 신청 안내,4
5321,2022학년도 전기 대학원 신입생 모집 홍보 및 안내,4
5322,2021년 지방공기업 내부고객만족도 조사 수요조사,4
5323,「성원그린나래 새뜰마을사업 휴먼케어 및 주민역량강화 용역」제안서 평가위원(후보자) 공개모집,2
5324,외부강의등 신고 및 대가기준 준수 실태점검을 위한 협조요청,12
5325,재택교육「드론의 이해 및 활용과정」교육대상자 알림,4
5326,정밀안전진단용역 사업수행능력 평가(신용도 및 업무중첩도) 현황 조회 요청,7
5327,「제2기 지방공기업 신규자과정」교육대상자 추가모집 요청,4
5328,2021년 제17차 정보화사업 보안성 검토 알림,3
5329,지역주도형 발전사업 관련 조속한 사업추진 재촉구,8
5330,(긴급)2021년 하반기 임산부 전용 주차구역 설치 현황 제출,6
5331,'22년 생활밀착형 도시재생 스마트기술 지원사업 공모 공고 알림,13
5332,납품대금조정협의제도 적용 협조 요청,5
5333,감사원 대행감사에 따른 자료협조 요청,9
5334,민원 빅데이터 동향「국민의 소리」제636호 알림,4
5335,제안서 평가위원(후보자) 모집 공고[어린이보호구역 통합안전 스마트시스템 구축],3
5336,2021년 온라인(재택형) 제4기 공무원이 알아야 할 민법과정(기초) 및 제2기 헌법의 이해과정(공통) 교육 신청 안내,4
5337,2021년 3분기 도시재생 뉴딜교육 운영실적 제출요청,13
5338,임실 이도지구 도시개발사업 시행자 참여 의사 요청,2
5339,건설공사 부실벌점 관련 누락된 점검결과 철저 확인·제출 요청,7
5340,토취장 확보를 위한 협조 요청(성내~고부간 지방도 확포장공사 외 1개소),7
5341,건설 시추정보 DB 사용자 방문교육 신청 안내,7
5342,2021년 10월 조달전문 이러닝 과정 운영 안내,4
5343,2021년 마이데이터 비즈니스 지원 교육 안내 및 홍보 협조 요청,3
5344,하반기 지방공기업 신속집행 적극 집행 협조 및 자료제출 요청,1
